bodyparts,Nose,Nose,Nose,EarR,EarR,EarR,EarL,EarL,EarL,Back1,Back1,Back1,Back6,Back6,Back6,Back12,Back12,Back12,Tail1,Tail1,Tail1,Tail6,Tail6,Tail6,Tail12,Tail12,Tail12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
FrameIdx,,,,,,,,,,,,,,,,,,,,,,,,,,,
150489,311.33575439453125,51.255836486816406,0.9999998807907104,272.3717041015625,68.66632080078125,0.9999953508377075,272.2400207519531,35.307403564453125,0.9999996423721313,269.422119140625,51.096038818359375,0.9999995231628418,225.7327117919922,48.60768127441406,0.9999852180480957,171.74569702148438,48.17414093017578,0.9999940395355225,164.0687713623047,48.8508415222168,0.9999997615814209,109.80459594726562,47.3863639831543,0.9999943971633911,38.923892974853516,40.25846862792969,0.9971548318862915
150490,316.475830078125,51.455501556396484,0.9999998807907104,277.2185363769531,69.29039764404297,0.9999967813491821,277.5352783203125,35.96576690673828,0.9999998807907104,273.74383544921875,52.22808837890625,0.9999996423721313,230.00448608398438,48.769683837890625,0.9999921321868896,176.41554260253906,48.90235137939453,0.9999967813491821,168.9808807373047,48.96421432495117,0.9999998807907104,117.72305297851562,45.941368103027344,0.9999977350234985,55.67818069458008,46.01841354370117,0.9983435869216919
150491,320.86407470703125,51.641502380371094,0.9999998807907104,280.79315185546875,69.40797424316406,0.9999974966049194,281.8695373535156,36.11606216430664,0.9999997615814209,279.3109130859375,52.90290451049805,0.9999990463256836,234.74095153808594,49.198089599609375,0.9999935626983643,180.59385681152344,49.272193908691406,0.9999994039535522,173.25192260742188,49.55885314941406,1.0,124.09371185302734,45.71308898925781,0.9999979734420776,62.58467483520508,43.614070892333984,0.9997853636741638
150492,325.36993408203125,51.89155960083008,1.0,286.4559020996094,70.36641693115234,0.9999945163726807,287.3406982421875,35.931575775146484,0.9999997615814209,284.1461486816406,52.65933609008789,0.9999996423721313,239.92100524902344,49.56103515625,0.9999858140945435,184.7828826904297,50.16034698486328,0.9999982118606567,176.72154235839844,50.83106994628906,0.9999998807907104,128.1544647216797,44.354156494140625,0.9999963045120239,67.19247436523438,44.12372970581055,0.9999866485595703
150493,329.9370422363281,51.492576599121094,0.9999998807907104,290.4056396484375,70.4544677734375,0.9999972581863403,292.28424072265625,36.34861373901367,0.9999998807907104,288.5181579589844,52.775962829589844,0.9999995231628418,243.50946044921875,50.0372428894043,0.9999905824661255,190.00665283203125,50.10029602050781,0.9999998807907104,182.55322265625,51.42690658569336,1.0,133.0106964111328,44.985374450683594,0.9999986886978149,69.74745178222656,44.43019485473633,0.9999828338623047
150494,334.3099365234375,52.63182830810547,0.9999996423721313,294.22247314453125,70.27143096923828,0.9999922513961792,296.79638671875,36.418418884277344,0.9999997615814209,293.354736328125,53.02730178833008,0.9999995231628418,248.33775329589844,50.08863830566406,0.9999911785125732,194.46978759765625,51.24378967285156,0.9999998807907104,187.44564819335938,52.163387298583984,1.0,136.45901489257812,45.539302825927734,0.9999961853027344,72.54966735839844,43.54990005493164,0.9999911785125732
150495,339.1146240234375,52.702354431152344,1.0,299.8619689941406,70.57028198242188,0.9999959468841553,300.6796569824219,35.89136505126953,0.9999998807907104,297.8139343261719,53.11221694946289,0.9999991655349731,253.90809631347656,50.72250747680664,0.9999958276748657,199.72518920898438,52.16416549682617,0.9999998807907104,191.11573791503906,52.604759216308594,1.0,141.45712280273438,46.21235656738281,0.9999960660934448,76.88175201416016,44.31098556518555,0.999992847442627
150496,343.6712341308594,52.40389633178711,0.9999998807907104,304.53936767578125,70.32273864746094,0.9999949932098389,305.4521789550781,36.37982940673828,0.9999998807907104,303.02484130859375,52.54579162597656,0.9999996423721313,258.8364562988281,51.278743743896484,0.999995231628418,204.09860229492188,52.348079681396484,0.9999998807907104,196.6780242919922,53.06188201904297,1.0,143.48080444335938,46.24739074707031,0.9999867677688599,78.4499740600586,44.923980712890625,0.9999855756759644
150497,348.6625061035156,52.41376876831055,0.9999997615814209,309.20635986328125,70.35733795166016,0.9999958276748657,310.4986572265625,36.8682861328125,0.9999998807907104,307.7238464355469,53.27608108520508,0.9999997615814209,264.0590515136719,51.30720901489258,0.9999929666519165,209.24488830566406,52.79414367675781,0.9999998807907104,202.69549560546875,53.27151870727539,1.0,149.12686157226562,46.95201873779297,0.999994158744812,85.22628021240234,44.326725006103516,0.9999959468841553
150498,352.912109375,52.315975189208984,0.9999998807907104,313.1214294433594,70.1007080078125,0.9999966621398926,315.0585021972656,36.42118835449219,0.9999997615814209,312.1773681640625,53.37877655029297,0.9999982118606567,269.3563232421875,52.06320571899414,0.9999979734420776,214.92344665527344,53.54317855834961,0.9999998807907104,207.97750854492188,53.611534118652344,0.9999998807907104,154.86077880859375,47.637813568115234,0.9999895095825195,89.55294036865234,44.48567199707031,0.9999755620956421
150499,357.5190124511719,52.21306610107422,1.0,318.67919921875,70.65731048583984,0.9999889135360718,319.7272033691406,36.89031219482422,0.9999996423721313,317.2137451171875,53.21836471557617,0.9999996423721313,273.49591064453125,52.475955963134766,0.9999946355819702,218.5400390625,53.755096435546875,0.9999998807907104,211.61947631835938,54.0440788269043,1.0,158.49732971191406,47.78246307373047,0.9999831914901733,92.60343170166016,44.51282501220703,0.999956488609314
150500,362.47918701171875,52.0429801940918,0.9999997615814209,322.20855712890625,70.54605102539062,0.9999955892562866,324.361083984375,37.28401184082031,0.9999998807907104,321.52935791015625,53.37224578857422,0.9999996423721313,278.5949401855469,52.5169792175293,0.9999942779541016,223.35299682617188,54.44359588623047,0.9999997615814209,217.3214569091797,55.069923400878906,1.0,164.1334228515625,48.57182312011719,0.9999961853027344,99.24995422363281,43.19391632080078,0.999981164932251
150501,366.4375,52.252323150634766,0.9999996423721313,326.61285400390625,71.35758972167969,0.9999918937683105,329.4478759765625,37.06963348388672,0.9999997615814209,326.61749267578125,54.00155258178711,0.9999994039535522,283.5885009765625,53.21220397949219,0.9999985694885254,228.9351806640625,54.953125,0.9999998807907104,222.74093627929688,54.92261505126953,1.0,170.20648193359375,48.51955795288086,0.9999871253967285,104.08647155761719,43.31714630126953,0.9999569654464722
150502,371.5875549316406,52.53769302368164,1.0,332.6984558105469,71.09776306152344,0.9999943971633911,332.3448181152344,37.06675720214844,0.9999997615814209,330.8905334472656,54.042240142822266,0.9999992847442627,287.903564453125,53.585166931152344,0.9999967813491821,233.86865234375,56.01622772216797,0.9999996423721313,226.6319122314453,56.40711975097656,0.9999998807907104,174.8141326904297,48.743648529052734,0.9999810457229614,110.00067901611328,43.82978057861328,0.9999767541885376
150503,376.19268798828125,52.058631896972656,0.9999997615814209,337.1301574707031,70.83882141113281,0.9999960660934448,338.505615234375,38.21311569213867,0.9999998807907104,336.1105651855469,53.51263427734375,0.9999992847442627,292.1256103515625,53.78179931640625,0.9999953508377075,238.69268798828125,57.2724494934082,0.9999992847442627,232.09556579589844,57.776390075683594,0.9999997615814209,180.2703399658203,50.206111907958984,0.9999983310699463,113.90321350097656,44.57258605957031,0.9999849796295166
150504,381.8457946777344,52.900047302246094,0.9999996423721313,342.3776550292969,71.0236587524414,0.9999932050704956,343.46649169921875,37.74176788330078,0.9999995231628418,340.4177551269531,54.1320915222168,0.9999995231628418,295.9261474609375,53.30523681640625,0.9999940395355225,242.53733825683594,56.76261901855469,0.9999998807907104,236.80419921875,57.70737075805664,0.9999998807907104,186.53482055664062,51.13737869262695,0.9999947547912598,119.71817779541016,44.87759017944336,0.9999668598175049
150505,386.2492370605469,53.073890686035156,1.0,348.2998352050781,70.8358154296875,0.9999955892562866,347.5688781738281,36.85005569458008,0.9999997615814209,345.644287109375,53.80472946166992,0.9999985694885254,301.4078063964844,52.89168167114258,0.9999973773956299,247.5334014892578,56.86556625366211,0.9999994039535522,240.981201171875,57.52507781982422,0.9999998807907104,189.89320373535156,52.04301452636719,0.9999903440475464,122.55760955810547,44.90377426147461,0.9999656677246094
150506,391.305419921875,52.104705810546875,0.9999998807907104,353.31158447265625,70.57551574707031,0.9999961853027344,352.9597473144531,36.76823043823242,0.9999997615814209,350.53125,52.556861877441406,0.9999992847442627,305.5931091308594,53.13945388793945,0.9999936819076538,252.11727905273438,57.373165130615234,0.9999994039535522,245.4525604248047,57.7286376953125,0.9999998807907104,194.76588439941406,53.0941047668457,0.9999985694885254,127.80880737304688,46.486019134521484,0.9999701976776123
150507,397.4472351074219,51.93641662597656,0.9999998807907104,359.3420715332031,70.41252136230469,0.9999935626983643,358.0307312011719,36.624385833740234,0.9999997615814209,355.62091064453125,53.26511764526367,0.9999995231628418,310.45947265625,52.512939453125,0.9999932050704956,255.95814514160156,56.501976013183594,0.9999992847442627,249.96131896972656,58.084320068359375,0.9999998807907104,198.65896606445312,53.47686767578125,0.999996542930603,129.25001525878906,46.628631591796875,0.9999806880950928
150508,401.29742431640625,51.68198013305664,0.9999998807907104,364.26019287109375,70.49562072753906,0.9999973773956299,362.5003662109375,36.46947479248047,0.9999997615814209,361.13323974609375,53.59646224975586,0.9999982118606567,317.31549072265625,52.70750427246094,0.9999972581863403,261.61956787109375,56.10307312011719,0.9999994039535522,255.22669982910156,57.18303680419922,0.9999996423721313,203.10772705078125,53.986907958984375,0.9999949932098389,134.1602020263672,46.49049758911133,0.9999790191650391
150509,406.3378601074219,50.3889045715332,0.9999998807907104,369.71014404296875,70.45047760009766,0.9999984502792358,366.8493347167969,36.15520477294922,0.9999994039535522,365.85211181640625,52.82118225097656,0.9999994039535522,320.79095458984375,52.74466323852539,0.9999914169311523,266.7532043457031,55.33902359008789,0.9999988079071045,259.8005676269531,56.43330001831055,0.9999997615814209,207.2974395751953,54.294677734375,0.9999951124191284,139.28759765625,46.82229232788086,0.9999672174453735
150510,411.9920959472656,49.52424240112305,0.9999998807907104,375.2890625,69.79904174804688,0.9999940395355225,372.6311950683594,36.5734977722168,0.9999997615814209,370.4046936035156,52.9543571472168,0.9999992847442627,325.15863037109375,52.72945785522461,0.9999939203262329,271.6916809082031,55.411720275878906,0.9999990463256836,264.8395080566406,56.41954040527344,0.9999997615814209,212.8768310546875,54.64347839355469,0.9999988079071045,143.60772705078125,47.18505096435547,0.9999731779098511
150511,416.251708984375,49.81705856323242,0.9999997615814209,380.1180725097656,69.05838775634766,0.9999967813491821,375.8862609863281,36.61732482910156,0.9999991655349731,374.9490661621094,53.530418395996094,0.9999980926513672,329.8277282714844,53.21217346191406,0.9999924898147583,276.35455322265625,55.48930358886719,0.9999994039535522,269.59649658203125,56.27518844604492,0.9999998807907104,217.0828857421875,54.41788864135742,0.9999945163726807,148.9319610595703,46.90574645996094,0.9999891519546509
150512,421.25738525390625,49.33784103393555,0.9999998807907104,385.5195007324219,69.72492980957031,0.9999960660934448,380.14105224609375,36.22163009643555,0.9999994039535522,379.7109375,52.94651412963867,0.9999984502792358,334.7146301269531,53.431419372558594,0.9999932050704956,281.0211181640625,55.250282287597656,0.9999980926513672,274.4400329589844,56.058753967285156,0.9999997615814209,221.96438598632812,55.02450942993164,0.9999929666519165,152.99314880371094,47.67206573486328,0.9999613761901855
150513,426.3272705078125,49.17704772949219,0.9999998807907104,390.6719055175781,68.93621826171875,0.9999934434890747,386.18682861328125,36.4072265625,0.9999995231628418,383.923095703125,52.40781021118164,0.9999978542327881,338.69354248046875,53.06489181518555,0.9999935626983643,286.5644836425781,55.427616119384766,0.9999991655349731,279.2771911621094,56.1984977722168,0.9999997615814209,226.8203582763672,54.84984588623047,0.9999990463256836,158.0455780029297,48.52920150756836,0.9999830722808838
150514,431.1218566894531,49.75003433227539,0.9999997615814209,394.78466796875,67.39537811279297,0.9999970197677612,390.7799377441406,35.854652404785156,0.9999991655349731,388.2813415527344,52.43767166137695,0.999998927116394,344.1814270019531,52.470558166503906,0.999992847442627,290.6365661621094,56.54388427734375,0.9999994039535522,284.6766662597656,57.13356018066406,0.9999997615814209,230.5275421142578,54.85810470581055,0.9999973773956299,161.57904052734375,49.97554397583008,0.9999949932098389
150515,435.1141357421875,50.12832260131836,0.9999998807907104,399.8404541015625,68.609375,0.999991774559021,395.1551208496094,35.04946517944336,0.9999992847442627,393.7493896484375,51.87190246582031,0.9999982118606567,351.71673583984375,51.93650817871094,0.9999948740005493,296.68524169921875,56.221370697021484,0.9999969005584717,289.3427429199219,56.99155807495117,0.9999991655349731,235.2527313232422,55.041561126708984,0.9999921321868896,166.84751892089844,49.62849044799805,0.9999935626983643
150516,440.02069091796875,50.74789810180664,0.9999997615814209,404.3623046875,68.51121520996094,0.9999966621398926,400.6797180175781,35.72842025756836,0.9999990463256836,399.1942138671875,51.20501708984375,0.9999988079071045,356.2393493652344,51.49662780761719,0.9999960660934448,302.0762634277344,56.20682144165039,0.9999991655349731,295.41448974609375,57.115413665771484,0.9999991655349731,240.4150848388672,54.96597671508789,0.9999958276748657,171.23931884765625,50.759307861328125,0.9999945163726807
150517,445.7331237792969,50.89918899536133,0.9999998807907104,408.2915954589844,67.7469253540039,0.999995231628418,405.9903564453125,35.54610824584961,0.9999994039535522,403.3343811035156,51.29792022705078,0.9999992847442627,361.2351989746094,51.1097526550293,0.9999957084655762,306.77423095703125,55.86406707763672,0.9999992847442627,300.131103515625,57.45183181762695,0.9999997615814209,245.4230194091797,55.35578155517578,0.9999972581863403,176.7565155029297,51.12544250488281,0.9999963045120239
150518,449.89788818359375,51.36101150512695,0.9999998807907104,413.8462829589844,67.32026672363281,0.9999966621398926,410.0530700683594,34.83584213256836,0.999998927116394,407.7995910644531,51.39067077636719,0.999996542930603,365.9559326171875,51.21470642089844,0.9999947547912598,311.5797424316406,56.394386291503906,0.9999977350234985,304.11614990234375,57.1883430480957,0.9999983310699463,250.0049591064453,56.084251403808594,0.9999829530715942,181.0421905517578,51.93488693237305,0.999996542930603
150519,454.7568359375,51.17428207397461,0.9999998807907104,417.7257080078125,67.9964828491211,0.9999964237213135,415.0097961425781,35.070648193359375,0.9999966621398926,413.43170166015625,50.72771072387695,0.9999991655349731,370.2872619628906,51.101863861083984,0.9999887943267822,316.270751953125,56.437232971191406,0.9999983310699463,309.3641052246094,57.28090286254883,0.9999992847442627,254.95802307128906,56.716102600097656,0.9999872446060181,185.27015686035156,52.94910430908203,0.9999912977218628
150520,459.963134765625,50.95370864868164,0.9999998807907104,422.58538818359375,68.69571685791016,0.9999954700469971,421.1121520996094,35.12316131591797,0.9999996423721313,418.5337829589844,51.44388961791992,0.9999994039535522,373.07867431640625,51.7047119140625,0.9999933242797852,320.6662902832031,56.3792839050293,0.9999984502792358,314.4618835449219,57.436729431152344,0.9999997615814209,260.2482604980469,57.264015197753906,0.999996542930603,191.0996856689453,53.180564880371094,0.9999872446060181
150521,463.95635986328125,51.571563720703125,0.9999998807907104,426.1236877441406,69.76527404785156,0.9999972581863403,425.88433837890625,35.991580963134766,0.9999997615814209,424.15478515625,52.81439208984375,0.9999980926513672,379.4281005859375,52.228755950927734,0.999996542930603,325.6872253417969,56.03866195678711,0.9999995231628418,319.36883544921875,56.85619354248047,0.9999997615814209,265.6528015136719,57.384422302246094,0.99998939037323,195.92417907714844,55.20275115966797,0.9999914169311523
150522,469.2821350097656,51.49226760864258,0.9999998807907104,431.8664855957031,70.00086975097656,0.999994158744812,430.685791015625,36.40571594238281,0.9999996423721313,429.0995788574219,52.49027633666992,0.9999995231628418,384.6518249511719,52.712581634521484,0.9999910593032837,330.9276428222656,56.389129638671875,0.9999990463256836,323.7511291503906,57.347938537597656,0.9999998807907104,271.007080078125,57.6870002746582,0.9999878406524658,200.12387084960938,56.595951080322266,0.9999747276306152
150523,473.9705505371094,51.68302536010742,0.9999998807907104,436.5030822753906,70.01307678222656,0.9999970197677612,436.8525695800781,35.91119384765625,0.9999998807907104,434.41278076171875,52.67915725708008,0.9999996423721313,388.74261474609375,51.958412170410156,0.9999933242797852,335.51092529296875,57.04060745239258,0.9999985694885254,328.4539794921875,57.986602783203125,0.9999997615814209,276.3701171875,57.86030197143555,0.9999963045120239,206.4265899658203,58.0712776184082,0.9999772310256958
150524,478.3174133300781,52.04322052001953,0.9999997615814209,440.0190124511719,70.69371032714844,0.9999967813491821,441.544921875,36.55218505859375,0.9999998807907104,439.04388427734375,53.472023010253906,0.9999990463256836,394.1185607910156,52.0815315246582,0.9999947547912598,338.9787292480469,57.15663528442383,0.9999996423721313,333.0592041015625,58.335594177246094,0.9999998807907104,279.8433532714844,58.26226806640625,0.9999821186065674,209.91384887695312,59.39994430541992,0.9999915361404419
150525,482.5594177246094,52.69904327392578,1.0,446.2716064453125,71.01529693603516,0.9999947547912598,445.03814697265625,36.954654693603516,0.9999998807907104,443.2578430175781,53.49920654296875,0.9999995231628418,399.1182556152344,52.83248519897461,0.9999953508377075,344.937255859375,57.74346160888672,0.9999990463256836,338.07342529296875,58.8780517578125,0.9999998807907104,286.0548095703125,58.886756896972656,0.9999865293502808,215.76779174804688,60.617332458496094,0.9999758005142212
