bodyparts,Nose,Nose,Nose,EarR,EarR,EarR,EarL,EarL,EarL,ForepawToeR,ForepawToeR,ForepawToeR,ForepawToeL,ForepawToeL,ForepawToeL,HindpawToeR,HindpawToeR,HindpawToeR,HindpawToeL,HindpawToeL,HindpawToeL
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
FrameIdx,,,,,,,,,,,,,,,,,,,,,
150545,192.930908203125,174.33316040039062,1.0,135.7384033203125,93.4080581665039,1.0,222.78941345214844,80.5338363647461,1.0,161.04507446289062,176.47999572753906,1.0,206.66241455078125,195.77859497070312,1.0,126.01897430419922,186.0405731201172,0.9999998807907104,217.468994140625,189.90890502929688,0.9999990463256836
150546,193.0157470703125,174.45069885253906,1.0,135.59864807128906,92.91925811767578,1.0,223.0637664794922,79.57685089111328,1.0,160.48275756835938,176.06613159179688,0.9999998807907104,206.7913055419922,196.96453857421875,1.0,126.21331787109375,186.09368896484375,1.0,218.50621032714844,191.1040802001953,0.9999995231628418
150547,192.08209228515625,173.518798828125,1.0,136.8982391357422,92.12252807617188,1.0,224.521240234375,79.48973846435547,1.0,162.9670867919922,180.14199829101562,1.0,202.67916870117188,197.2914581298828,1.0,126.34638214111328,186.01065063476562,1.0,220.03321838378906,190.3255157470703,1.0
150548,191.296630859375,173.97425842285156,1.0,138.64805603027344,90.79058074951172,1.0,225.33506774902344,79.64732360839844,1.0,164.70382690429688,184.2158660888672,1.0,201.27842712402344,196.4239959716797,1.0,127.6264877319336,185.9936065673828,1.0,219.95863342285156,187.60264587402344,1.0
150549,192.119140625,174.3150634765625,1.0,140.75314331054688,89.67507934570312,1.0,228.86923217773438,81.6759033203125,1.0,166.36961364746094,188.85498046875,1.0,203.11215209960938,193.51187133789062,1.0,129.43222045898438,183.8460693359375,1.0,220.22207641601562,189.8492889404297,0.9999997615814209
150550,192.39425659179688,175.31002807617188,1.0,141.55148315429688,90.62554931640625,1.0,229.40347290039062,83.93279266357422,1.0,169.6084747314453,194.63772583007812,1.0,206.22784423828125,194.30767822265625,1.0,131.92079162597656,181.4342498779297,1.0,225.3470001220703,193.70111083984375,1.0
150551,193.74928283691406,177.38812255859375,1.0,139.82594299316406,92.20150756835938,1.0,228.78402709960938,84.35157775878906,1.0,170.3887939453125,197.25665283203125,1.0,208.08694458007812,194.20663452148438,1.0,133.94171142578125,179.75741577148438,1.0,226.0281219482422,194.16102600097656,1.0
150552,195.3227996826172,179.9940185546875,1.0,136.6400146484375,97.2266616821289,1.0,227.49078369140625,84.093994140625,1.0,169.5263671875,197.48809814453125,1.0,209.9385986328125,195.53004455566406,1.0,134.4383544921875,181.0507049560547,1.0,225.1088104248047,195.83721923828125,1.0
150553,194.58367919921875,179.44717407226562,1.0,133.87814331054688,101.61189270019531,1.0,225.64866638183594,83.75121307373047,1.0,168.71640014648438,197.30450439453125,1.0,211.2362060546875,195.66262817382812,1.0,133.3884735107422,182.147216796875,0.9999998807907104,225.7167205810547,196.08544921875,1.0
150554,193.4422607421875,179.38973999023438,1.0,131.53677368164062,102.94670867919922,1.0,224.921142578125,84.31859588623047,1.0,169.68338012695312,198.05593872070312,1.0,211.94686889648438,195.2378692626953,1.0,130.52993774414062,181.8695068359375,1.0,226.82545471191406,196.8458251953125,1.0
150555,192.5671844482422,178.83428955078125,1.0,130.55455017089844,103.1573486328125,1.0,222.9132080078125,82.47026062011719,1.0,169.568115234375,197.7796630859375,1.0,212.74655151367188,195.39532470703125,1.0,126.48985290527344,183.39178466796875,1.0,227.36334228515625,197.7145538330078,1.0
150556,190.42379760742188,178.04061889648438,1.0,128.91943359375,102.70970153808594,1.0,221.15052795410156,82.15238189697266,1.0,169.46371459960938,198.18145751953125,1.0,212.56613159179688,195.34739685058594,1.0,122.6416244506836,184.87380981445312,1.0,226.10696411132812,198.01458740234375,1.0
150557,188.64511108398438,176.8967742919922,1.0,129.60287475585938,100.95643615722656,1.0,221.66722106933594,81.32227325439453,1.0,169.35720825195312,198.1373291015625,1.0,213.0444793701172,194.32823181152344,1.0,121.47207641601562,184.9668731689453,1.0,225.97586059570312,198.40036010742188,1.0
150558,187.18994140625,177.2078094482422,1.0,130.30552673339844,97.55990600585938,1.0,221.6355743408203,80.78131103515625,1.0,169.50180053710938,198.0691375732422,1.0,213.9790802001953,193.537109375,1.0,122.95919036865234,185.152099609375,0.9999998807907104,226.49853515625,198.34474182128906,1.0
150559,186.2644805908203,177.57705688476562,1.0,130.29202270507812,96.08528137207031,1.0,221.5679473876953,80.11915588378906,1.0,169.68138122558594,197.43821716308594,1.0,214.8371124267578,192.33644104003906,1.0,123.14680480957031,184.8696746826172,0.9999998807907104,226.74098205566406,198.0469207763672,1.0
150560,185.97866821289062,178.22906494140625,1.0,130.51467895507812,95.32115173339844,1.0,221.752685546875,79.49232482910156,1.0,170.25320434570312,197.54734802246094,1.0,216.44876098632812,190.5042266845703,1.0,124.00462341308594,184.64430236816406,0.9999997615814209,227.96401977539062,197.56979370117188,0.9999998807907104
150561,186.03097534179688,177.50657653808594,1.0,130.2561492919922,94.37993621826172,1.0,222.26760864257812,79.16152954101562,1.0,170.59591674804688,197.5829315185547,1.0,216.54965209960938,188.4898681640625,1.0,123.70439910888672,186.35610961914062,0.9999998807907104,227.7436981201172,195.642333984375,0.9999998807907104
150562,186.83197021484375,177.6656036376953,1.0,130.12135314941406,93.00323486328125,1.0,222.2789306640625,79.34078216552734,1.0,170.31707763671875,197.9926300048828,1.0,216.46429443359375,188.1588134765625,1.0,123.99625396728516,188.02330017089844,1.0,226.97633361816406,195.68667602539062,0.9999997615814209
150563,187.53964233398438,177.3081817626953,1.0,130.14736938476562,92.76782989501953,1.0,221.8616485595703,78.96723937988281,1.0,170.23971557617188,197.41372680664062,1.0,216.77462768554688,189.705810546875,0.9999998807907104,127.80876159667969,191.59603881835938,0.9999997615814209,226.36822509765625,196.58099365234375,0.9999995231628418
150564,188.66673278808594,178.6815185546875,1.0,130.43040466308594,92.90308380126953,1.0,221.86940002441406,78.79608917236328,1.0,172.8701171875,196.9773406982422,1.0,215.8119659423828,190.71983337402344,1.0,133.327880859375,196.02247619628906,1.0,227.44935607910156,196.918701171875,0.9999984502792358
150565,190.7035369873047,178.88125610351562,1.0,130.45021057128906,94.1460952758789,1.0,221.37051391601562,79.21300506591797,1.0,169.4224853515625,195.6258544921875,0.9999998807907104,214.46653747558594,191.4600372314453,1.0,134.04649353027344,196.01034545898438,1.0,226.58901977539062,195.83938598632812,0.9999932050704956
150566,192.25746154785156,179.1476287841797,1.0,129.46231079101562,95.18299102783203,1.0,221.114501953125,80.03519439697266,1.0,147.6175079345703,192.2644500732422,0.9999982118606567,217.13475036621094,198.1726531982422,1.0,132.8695068359375,194.92897033691406,0.9999998807907104,225.1945037841797,199.7223358154297,0.9974510073661804
150567,192.43492126464844,181.0352783203125,1.0,128.7422332763672,96.46118927001953,1.0,221.50355529785156,80.98100280761719,1.0,146.5937957763672,192.2462921142578,0.999992847442627,215.62554931640625,202.76100158691406,1.0,132.1228485107422,196.10162353515625,1.0,227.6374053955078,198.9364776611328,0.9999947547912598
150568,192.56654357910156,182.60052490234375,1.0,128.8634796142578,98.59618377685547,1.0,223.1781463623047,81.64224243164062,1.0,147.2751007080078,193.9424591064453,0.9999979734420776,215.41343688964844,203.7420654296875,1.0,132.23146057128906,195.58872985839844,1.0,228.6057586669922,198.99436950683594,0.9999990463256836
150569,192.4970703125,185.0516815185547,1.0,130.09193420410156,99.01703643798828,1.0,226.73056030273438,83.81278991699219,1.0,149.5446319580078,194.35877990722656,0.9999957084655762,214.69346618652344,204.12509155273438,1.0,131.87014770507812,195.1578826904297,1.0,228.88673400878906,198.6287384033203,0.9999998807907104
150570,193.18299865722656,186.3541717529297,1.0,131.73326110839844,99.45794677734375,1.0,227.80738830566406,84.0518569946289,1.0,154.26788330078125,191.5628662109375,0.9999765157699585,214.93055725097656,204.19961547851562,1.0,132.02926635742188,194.9599151611328,1.0,228.60304260253906,198.0314483642578,0.9999997615814209
150571,194.74594116210938,186.23670959472656,1.0,133.80845642089844,98.91513061523438,1.0,228.62448120117188,83.77851867675781,1.0,155.5366973876953,191.4287109375,0.999996542930603,215.6064910888672,204.58871459960938,1.0,131.81301879882812,194.8106231689453,1.0,228.32847595214844,197.83578491210938,0.9999988079071045
150572,197.16522216796875,186.19906616210938,1.0,135.44265747070312,97.84910583496094,1.0,228.46145629882812,83.17963409423828,1.0,155.99374389648438,190.74058532714844,0.9999967813491821,215.94329833984375,204.95777893066406,1.0,131.70240783691406,194.86123657226562,1.0,228.3907470703125,197.1064910888672,0.9999922513961792
150573,199.49012756347656,186.06991577148438,1.0,136.38717651367188,97.21820068359375,1.0,229.5689697265625,82.47991943359375,1.0,156.9162139892578,186.39761352539062,0.9999978542327881,216.44155883789062,205.32203674316406,1.0,132.435546875,195.9107208251953,1.0,228.5510711669922,196.85337829589844,0.9999821186065674
150574,200.0965118408203,185.57997131347656,1.0,137.69041442871094,95.89527130126953,1.0,230.8730010986328,81.19343566894531,1.0,156.98037719726562,184.84078979492188,0.9999995231628418,216.75831604003906,205.2966766357422,1.0,133.3494873046875,196.8490753173828,1.0,228.30520629882812,196.23648071289062,0.99997878074646
150575,200.5732421875,184.8319854736328,1.0,138.61647033691406,95.8023910522461,1.0,231.71986389160156,80.06564331054688,1.0,157.9480743408203,184.64866638183594,0.9999988079071045,217.1147003173828,205.4707794189453,1.0,134.17860412597656,196.98341369628906,1.0,227.98629760742188,195.14515686035156,0.9998942613601685
150576,200.3434295654297,183.83030700683594,1.0,139.41360473632812,93.99385833740234,1.0,232.19236755371094,78.6899185180664,1.0,160.11412048339844,185.09524536132812,0.9999997615814209,217.27992248535156,205.20953369140625,1.0,132.93531799316406,196.0706329345703,1.0,228.1016082763672,196.07992553710938,0.9999105930328369
150577,200.28318786621094,182.60748291015625,1.0,139.51870727539062,91.22156524658203,1.0,232.78457641601562,77.07437896728516,1.0,161.8848876953125,183.77606201171875,1.0,217.22384643554688,205.5454559326172,1.0,132.4420166015625,194.68641662597656,1.0,228.30810546875,196.73989868164062,0.9999387264251709
150578,200.4788818359375,181.89540100097656,1.0,139.63221740722656,90.40989685058594,1.0,233.23216247558594,75.75214385986328,1.0,161.4031524658203,181.77178955078125,0.9999998807907104,216.85348510742188,205.63958740234375,1.0,131.43014526367188,194.0725860595703,1.0,228.16453552246094,197.3877716064453,0.9999433755874634
150579,200.88267517089844,180.15126037597656,1.0,140.4546356201172,89.2069091796875,1.0,233.49266052246094,74.69552612304688,1.0,164.38204956054688,183.19097900390625,1.0,217.0180206298828,205.70947265625,0.9999998807907104,130.9970703125,193.99203491210938,1.0,228.79685974121094,198.19996643066406,0.9999661445617676
150580,201.0921630859375,178.73992919921875,1.0,142.4688262939453,87.64215850830078,1.0,235.2129669189453,73.9602279663086,1.0,167.7636260986328,186.08108520507812,0.9999997615814209,216.82191467285156,206.12486267089844,0.9999998807907104,130.31427001953125,194.3031768798828,1.0,229.218505859375,198.2423095703125,0.999980092048645
150581,201.84197998046875,178.6102752685547,1.0,145.36778259277344,85.8505859375,1.0,237.7493133544922,74.16277313232422,0.9999998807907104,173.1806640625,188.63938903808594,0.9999997615814209,215.79037475585938,205.8910675048828,1.0,129.6005859375,191.98681640625,1.0,230.22178649902344,197.75869750976562,0.9999970197677612
150582,202.12741088867188,178.35081481933594,1.0,146.0302276611328,84.8322982788086,1.0,239.8533477783203,74.44584655761719,1.0,175.03030395507812,190.8010711669922,0.9999997615814209,213.8206024169922,204.73599243164062,0.9999998807907104,129.0232391357422,190.99148559570312,1.0,230.95530700683594,197.61737060546875,0.9999998807907104
150583,203.64031982421875,177.829833984375,1.0,146.13815307617188,84.95535278320312,1.0,240.8239288330078,74.39633178710938,1.0,174.2698974609375,192.35528564453125,0.9999998807907104,217.03500366210938,201.82595825195312,0.9999991655349731,132.3820343017578,187.51100158691406,1.0,231.9327850341797,198.97669982910156,0.9999971389770508
150584,205.4404296875,179.37181091308594,1.0,145.93649291992188,86.61093139648438,1.0,241.2815704345703,74.8822021484375,1.0,178.70730590820312,202.01333618164062,1.0,220.56671142578125,203.26849365234375,0.9999985694885254,136.64453125,184.6879425048828,0.9999997615814209,230.9178466796875,201.1260528564453,0.9999872446060181
150585,206.92860412597656,180.93557739257812,1.0,145.09303283691406,88.43657684326172,1.0,241.16091918945312,75.82395935058594,1.0,178.29470825195312,204.7156982421875,1.0,222.99940490722656,205.06837463378906,0.9999994039535522,136.4341583251953,181.45391845703125,0.9999998807907104,232.81216430664062,201.9164581298828,0.9999731779098511
150586,207.1241912841797,181.689697265625,1.0,143.16273498535156,91.97264099121094,1.0,240.6978759765625,75.89933013916016,1.0,178.3721923828125,203.9755859375,1.0,225.32269287109375,205.7151336669922,0.9999997615814209,134.6571044921875,181.31280517578125,0.9999998807907104,233.93846130371094,200.2967529296875,0.9996581077575684
150587,206.08071899414062,181.9481658935547,1.0,139.99720764160156,95.67150115966797,1.0,239.59539794921875,75.21556091308594,1.0,178.88656616210938,204.63853454589844,1.0,225.38290405273438,205.90057373046875,0.9999998807907104,131.71005249023438,181.44073486328125,0.9999997615814209,233.25509643554688,198.9835205078125,0.9996355772018433
150588,204.31997680664062,182.16746520996094,1.0,137.77340698242188,96.79071807861328,1.0,238.3045654296875,74.90989685058594,1.0,179.20785522460938,205.03509521484375,1.0,224.3519287109375,205.73330688476562,0.9999995231628418,126.55655670166016,183.06393432617188,0.9999998807907104,232.64683532714844,200.2604217529297,0.9998905658721924
150589,201.45553588867188,181.95315551757812,1.0,137.01565551757812,95.6824722290039,1.0,236.25,72.80418395996094,1.0,179.31907653808594,205.68992614746094,1.0,224.2883758544922,206.1039581298828,0.9999992847442627,120.43082427978516,182.87847900390625,1.0,231.98110961914062,202.60130310058594,0.9996777772903442
150590,199.3262176513672,182.75881958007812,1.0,138.05299377441406,93.23676300048828,1.0,234.1536407470703,72.21232604980469,1.0,179.424560546875,205.82627868652344,1.0,222.24021911621094,205.79638671875,0.9999996423721313,116.67765808105469,183.19778442382812,1.0,231.7595977783203,203.42935180664062,0.9998540878295898
150591,197.39259338378906,184.84339904785156,1.0,138.1505889892578,91.39518737792969,1.0,233.6727752685547,71.79882049560547,1.0,178.936279296875,206.68751525878906,1.0,218.1630859375,202.2755126953125,0.9999998807907104,115.73637390136719,182.96803283691406,1.0,232.87960815429688,205.86280822753906,0.9999902248382568
150592,194.857177734375,186.37783813476562,1.0,137.2799835205078,91.0502700805664,1.0,233.435302734375,72.36347961425781,1.0,179.15298461914062,207.39178466796875,1.0,218.6632843017578,200.19476318359375,1.0,117.15856170654297,183.70700073242188,1.0,234.8597412109375,205.29408264160156,0.9999990463256836
150593,193.6472625732422,187.88632202148438,1.0,136.03546142578125,90.90675354003906,1.0,233.17324829101562,73.05474853515625,1.0,179.5821990966797,207.6107177734375,1.0,218.99722290039062,199.6201934814453,1.0,119.75,184.09793090820312,1.0,234.34849548339844,205.27577209472656,0.9999988079071045
150594,193.22019958496094,188.69297790527344,1.0,136.26405334472656,90.34929656982422,1.0,233.81387329101562,73.63819885253906,1.0,180.21768188476562,207.9073486328125,1.0,221.23300170898438,200.26580810546875,0.9999998807907104,121.54595184326172,183.61256408691406,1.0,236.74656677246094,206.27049255371094,0.999993085861206
150595,193.00027465820312,187.99461364746094,1.0,137.0332489013672,89.89799499511719,1.0,234.5777130126953,74.65178680419922,1.0,180.03697204589844,208.17117309570312,1.0,222.6836395263672,198.35501098632812,0.9999998807907104,123.22577667236328,186.08306884765625,0.9999998807907104,238.42745971679688,205.2794189453125,0.9998854398727417
150596,193.6253662109375,187.22235107421875,1.0,137.36643981933594,89.71922302246094,1.0,236.1766357421875,75.5554428100586,1.0,180.61061096191406,208.16612243652344,1.0,223.30734252929688,197.3256072998047,0.9999998807907104,126.49443817138672,186.2661590576172,0.9999998807907104,240.50738525390625,206.3748321533203,0.9990690350532532
150597,195.6270751953125,186.770751953125,1.0,137.9995574951172,89.82377624511719,1.0,237.47799682617188,75.98552703857422,1.0,181.01766967773438,207.78248596191406,1.0,226.47666931152344,195.84765625,1.0,129.80502319335938,190.730224609375,0.9999998807907104,239.8310546875,205.87637329101562,0.9772619009017944
150598,196.09552001953125,186.75314331054688,1.0,138.3096160888672,89.37982940673828,1.0,237.96299743652344,76.22276306152344,1.0,181.03599548339844,207.1853485107422,1.0,224.94041442871094,199.7985382080078,0.9999998807907104,133.77169799804688,194.0570831298828,1.0,239.0164031982422,205.79273986816406,0.9732108116149902
150599,199.08837890625,187.19015502929688,1.0,138.51942443847656,89.88832092285156,1.0,238.18702697753906,76.92122650146484,1.0,181.22096252441406,207.48472595214844,1.0,226.49282836914062,206.6836700439453,0.9999964237213135,139.75701904296875,199.33038330078125,0.9999997615814209,241.09632873535156,206.64610290527344,0.9482970237731934
150600,201.21676635742188,188.5804901123047,1.0,138.95654296875,90.17716979980469,1.0,238.32240295410156,77.40814208984375,1.0,177.09178161621094,204.44627380371094,0.9999997615814209,228.6025390625,212.33799743652344,1.0,141.9698028564453,201.90390014648438,0.9999978542327881,241.9219970703125,208.3001251220703,0.9924795627593994
150601,202.93544006347656,189.50180053710938,1.0,139.12274169921875,91.7704849243164,1.0,238.17764282226562,78.02217864990234,1.0,171.7455291748047,201.804931640625,0.9751017093658447,229.65057373046875,212.97683715820312,1.0,141.5303497314453,201.9607391357422,0.9999805688858032,242.61119079589844,207.98605346679688,0.9939984083175659
150602,202.55099487304688,190.3452606201172,1.0,138.99087524414062,93.18661499023438,1.0,239.03492736816406,79.05851745605469,1.0,180.63145446777344,202.51971435546875,0.9895153045654297,229.69480895996094,213.88539123535156,1.0,141.0412139892578,202.1627655029297,0.9999613761901855,244.6421661376953,208.35919189453125,0.999489426612854
150603,202.3032989501953,191.3194580078125,1.0,137.63758850097656,94.65403747558594,1.0,240.0385284423828,79.78445434570312,1.0,177.90769958496094,204.12548828125,0.9966334700584412,229.61264038085938,214.59288024902344,1.0,139.4728240966797,202.15634155273438,0.9999964237213135,245.83099365234375,208.51724243164062,0.9996793270111084
150604,202.07525634765625,192.2960968017578,1.0,137.96115112304688,94.40501403808594,1.0,241.36407470703125,79.4389877319336,1.0,182.24801635742188,204.6708984375,0.9924980998039246,229.14390563964844,214.7395477294922,0.9999998807907104,137.5198211669922,202.11917114257812,0.9999991655349731,245.7672119140625,209.560791015625,0.9997007846832275
150605,202.13665771484375,192.37559509277344,1.0,139.38157653808594,92.60877990722656,1.0,243.8894805908203,79.05755615234375,1.0,183.07862854003906,205.31861877441406,0.994962215423584,229.34799194335938,215.25120544433594,0.9999997615814209,137.8116455078125,202.10972595214844,0.9999995231628418,246.18267822265625,209.9920196533203,0.9994470477104187
150606,203.61204528808594,192.92523193359375,1.0,140.36058044433594,90.46302032470703,1.0,246.20620727539062,79.92143249511719,1.0,181.5008087158203,204.6779327392578,0.9951189756393433,230.20436096191406,215.46319580078125,0.9999998807907104,138.3011474609375,202.79225158691406,0.9999994039535522,245.87705993652344,210.25177001953125,0.9993478655815125
150607,204.58839416503906,193.52508544921875,1.0,142.8088836669922,90.47744750976562,1.0,247.69390869140625,80.37320709228516,1.0,177.13255310058594,203.3589630126953,0.9971501231193542,231.2223663330078,216.291748046875,0.9999996423721313,140.67991638183594,202.54071044921875,0.9999995231628418,245.9471893310547,210.05528259277344,0.9981548190116882
150608,206.33534240722656,194.29425048828125,1.0,145.40432739257812,87.34222412109375,1.0,248.13890075683594,80.30199432373047,0.9999998807907104,178.17408752441406,201.6093292236328,0.9997833371162415,231.56817626953125,216.84840393066406,0.9999995231628418,141.43313598632812,203.26283264160156,0.9999995231628418,245.95860290527344,209.9873504638672,0.9969332218170166
150609,207.068603515625,194.56735229492188,1.0,145.93075561523438,86.68859100341797,1.0,248.57550048828125,79.45877838134766,1.0,179.53562927246094,199.51510620117188,0.9991083741188049,231.6924591064453,217.20384216308594,0.9999994039535522,143.11407470703125,202.5799560546875,0.9999996423721313,245.17262268066406,208.45912170410156,0.9921213388442993
150610,208.63841247558594,195.13429260253906,1.0,145.74188232421875,86.90754699707031,1.0,248.92355346679688,78.34419250488281,1.0,178.8560028076172,199.03733825683594,0.967840313911438,232.76028442382812,217.17138671875,0.999998927116394,144.44952392578125,204.0288848876953,0.9999997615814209,246.5142364501953,208.1396942138672,0.9703565239906311
150611,210.44546508789062,195.05397033691406,1.0,145.52536010742188,87.06059265136719,1.0,249.92196655273438,77.21819305419922,0.9999998807907104,165.70095825195312,190.8147735595703,0.9966247081756592,233.19927978515625,217.3485870361328,0.9999979734420776,144.68389892578125,204.16494750976562,0.9999998807907104,247.50672912597656,207.56143188476562,0.8653792142868042
150612,212.00978088378906,195.4156494140625,1.0,145.05502319335938,86.6122055053711,1.0,250.05636596679688,75.90387725830078,0.9999998807907104,166.66830444335938,190.32220458984375,0.999798595905304,232.88111877441406,217.70355224609375,0.9999982118606567,145.98446655273438,203.84286499023438,0.9999995231628418,248.45286560058594,205.47064208984375,0.6775925159454346
150613,213.69679260253906,195.8474884033203,1.0,146.33636474609375,85.85028839111328,1.0,250.74490356445312,74.97425079345703,0.9999998807907104,165.97659301757812,190.67428588867188,0.9999301433563232,233.8859100341797,218.0118408203125,0.9999988079071045,145.5897674560547,204.61837768554688,0.9999958276748657,250.4104461669922,204.10049438476562,0.7722322344779968
150614,214.8002471923828,195.5200958251953,1.0,147.39120483398438,84.59300994873047,1.0,251.52272033691406,74.16858673095703,0.9999998807907104,167.00149536132812,190.58985900878906,0.9999017715454102,234.50360107421875,218.37953186035156,0.999998927116394,146.00668334960938,206.03836059570312,0.9999837875366211,251.6632843017578,203.25143432617188,0.7394689321517944
150615,216.68991088867188,194.83206176757812,1.0,150.6378173828125,83.3578109741211,1.0,253.8977813720703,71.50935363769531,0.9999996423721313,170.00396728515625,192.12130737304688,0.9995513558387756,235.5253448486328,218.45538330078125,0.9999988079071045,144.1751251220703,206.76107788085938,0.9999650716781616,251.04086303710938,203.0753173828125,0.5831589698791504
150616,219.19371032714844,193.9441680908203,1.0,153.7120819091797,83.23619842529297,1.0,256.2253723144531,70.036376953125,0.9999998807907104,175.6947021484375,192.4413299560547,0.9999476671218872,236.1851348876953,218.331787109375,0.9999985694885254,139.0594482421875,203.2069091796875,0.9999958276748657,252.27792358398438,202.322998046875,0.7390948534011841
150617,220.3289337158203,194.66078186035156,1.0,155.51373291015625,82.01587677001953,1.0,257.5564880371094,69.18547821044922,1.0,179.60098266601562,196.24598693847656,0.9999964237213135,237.30929565429688,218.66104125976562,0.9999985694885254,136.32064819335938,202.2142333984375,0.9999988079071045,255.13504028320312,200.68484497070312,0.9124406576156616
150618,221.24728393554688,194.3470458984375,1.0,156.24774169921875,81.0359878540039,1.0,256.7791442871094,68.20128631591797,0.9999998807907104,181.53758239746094,198.95297241210938,0.9999932050704956,237.31826782226562,218.94708251953125,0.9999985694885254,134.511962890625,198.0045623779297,0.9999998807907104,255.58274841308594,201.20892333984375,0.8947169780731201
150619,222.51036071777344,193.39378356933594,1.0,156.8262939453125,80.52977752685547,1.0,252.13990783691406,66.69771575927734,1.0,183.0842742919922,199.4039764404297,0.9999942779541016,237.41421508789062,219.72665405273438,0.9999986886978149,133.42579650878906,195.562255859375,1.0,254.16049194335938,202.79359436035156,0.8172649145126343
150620,223.41944885253906,192.54031372070312,1.0,157.09664916992188,80.40682983398438,1.0,250.15011596679688,64.50200653076172,0.9999997615814209,183.17221069335938,198.78805541992188,0.9999994039535522,237.7504425048828,219.88636779785156,0.9999983310699463,134.10557556152344,192.94091796875,0.9999998807907104,252.6777801513672,205.2035369873047,0.4568917751312256
150621,224.2469940185547,193.49388122558594,0.9999998807907104,157.53826904296875,80.84219360351562,1.0,251.54312133789062,62.15535354614258,0.9999996423721313,183.3330078125,199.21714782714844,0.9999990463256836,237.8004913330078,219.6886749267578,0.9999954700469971,134.5458984375,190.08509826660156,1.0,254.93113708496094,206.80435180664062,0.04095808416604996
150622,223.4804229736328,193.01686096191406,0.9999997615814209,158.15106201171875,79.60650634765625,1.0,252.01222229003906,60.423038482666016,0.9999997615814209,183.6581268310547,199.18324279785156,0.999998927116394,239.9619598388672,219.07801818847656,0.9990133047103882,133.56475830078125,187.70782470703125,1.0,131.99658203125,189.0164337158203,0.034668777137994766
150623,223.6975555419922,191.55328369140625,0.9999998807907104,158.84336853027344,78.3620376586914,1.0,253.112060546875,58.04779052734375,0.9999995231628418,185.36033630371094,199.6151580810547,0.9999985694885254,238.65377807617188,216.48916625976562,0.9989904761314392,130.51869201660156,184.85134887695312,1.0,261.6543273925781,206.99021911621094,0.01032752450555563
150624,224.36375427246094,191.61647033691406,0.9999998807907104,158.77981567382812,76.06033325195312,1.0,252.059814453125,54.010345458984375,0.9999998807907104,188.0364990234375,199.75718688964844,0.9999991655349731,237.60536193847656,215.7712860107422,0.9995808005332947,127.3281478881836,177.96226501464844,0.999998927116394,127.6790771484375,178.71124267578125,0.08342669159173965
150625,225.7211456298828,191.61264038085938,0.9999998807907104,158.62457275390625,75.29450225830078,1.0,253.23202514648438,51.482666015625,1.0,191.2662353515625,198.6172332763672,0.9999880790710449,237.07545471191406,214.78231811523438,0.9998254179954529,181.9958953857422,211.27418518066406,0.9996567964553833,252.6224822998047,209.10031127929688,0.09760301560163498
150626,225.74269104003906,192.10549926757812,0.9999991655349731,156.91354370117188,75.33267974853516,1.0,255.69847106933594,48.93134689331055,0.9999998807907104,188.38641357421875,199.2293243408203,0.9992651343345642,236.2281036376953,214.77943420410156,0.9995163679122925,184.5,214.09071350097656,0.779467761516571,252.3916015625,209.94195556640625,0.1639011949300766
150627,225.671630859375,191.18789672851562,0.9999982118606567,155.66258239746094,75.32673645019531,1.0,258.729248046875,48.90875244140625,0.9999998807907104,186.47879028320312,198.3330841064453,0.9997326731681824,236.28469848632812,215.90005493164062,0.9999570846557617,125.74261474609375,157.3823699951172,0.8029123544692993,254.1685028076172,211.11000061035156,0.7036011815071106
150628,224.35708618164062,193.1349334716797,0.9999958276748657,154.75355529785156,75.82695770263672,1.0,260.0027770996094,49.437862396240234,1.0,192.75340270996094,210.0175323486328,0.9999978542327881,236.30487060546875,216.3870086669922,0.9997723698616028,180.50733947753906,214.17906188964844,0.9988025426864624,253.08872985839844,211.83938598632812,0.4660189747810364
150629,224.6815948486328,193.77719116210938,0.9999977350234985,154.52008056640625,77.04100036621094,1.0,260.5372009277344,51.300655364990234,1.0,193.11859130859375,211.25242614746094,0.9999992847442627,233.1855010986328,215.0451202392578,0.9992051720619202,181.09536743164062,216.42269897460938,0.9991248250007629,250.8434600830078,211.42721557617188,0.24603180587291718
150630,223.72946166992188,194.8376007080078,0.9999998807907104,153.75347900390625,79.46920776367188,1.0,260.8564147949219,54.37444305419922,0.9999998807907104,191.1017303466797,214.69888305664062,0.9999970197677612,236.0111846923828,218.2023468017578,0.999953031539917,181.92578125,217.92037963867188,0.9981514811515808,252.13856506347656,211.2429962158203,0.9563882946968079
150631,222.70330810546875,196.9844512939453,1.0,152.150390625,82.6050796508789,1.0,260.4785461425781,56.15370178222656,0.9999997615814209,193.89712524414062,215.76966857910156,0.9999825954437256,238.8955535888672,218.7608184814453,0.9999727010726929,117.2574234008789,173.9836883544922,0.9995272159576416,252.0078125,211.047607421875,0.955267608165741
150632,221.07273864746094,198.59161376953125,1.0,149.14791870117188,83.54928588867188,1.0,260.0367126464844,57.21356964111328,0.9999997615814209,192.6911163330078,218.00350952148438,0.9999874830245972,237.35694885253906,217.21047973632812,0.999958872795105,118.24282836914062,177.7584991455078,0.9999994039535522,250.45233154296875,209.4436492919922,0.9994268417358398
